season,week,celebrity_name,ballroom_partner,partner_total_seasons_rank,partner_avg_placement_rank,partner_final_rate_rank,celebrity_industry_rank,celebrity_homestate_rank,celebrity_homecountry/region_rank,celebrity_age_during_season_rank,age_group_rank,results_rank,placement_rank,week1_judge1_score_rank,week1_judge2_score_rank,week1_judge3_score_rank,week1_judge4_score_rank,week2_judge1_score_rank,week2_judge2_score_rank,week2_judge3_score_rank,week2_judge4_score_rank,week3_judge1_score_rank,week3_judge2_score_rank,week3_judge3_score_rank,week3_judge4_score_rank,week4_judge1_score_rank,week4_judge2_score_rank,week4_judge3_score_rank,week4_judge4_score_rank,week5_judge1_score_rank,week5_judge2_score_rank,week5_judge3_score_rank,week5_judge4_score_rank,week6_judge1_score_rank,week6_judge2_score_rank,week6_judge3_score_rank,week6_judge4_score_rank,week7_judge1_score_rank,week7_judge2_score_rank,week7_judge3_score_rank,week7_judge4_score_rank,week8_judge1_score_rank,week8_judge2_score_rank,week8_judge3_score_rank,week8_judge4_score_rank,week9_judge1_score_rank,week9_judge2_score_rank,week9_judge3_score_rank,week9_judge4_score_rank,week10_judge1_score_rank,week10_judge2_score_rank,week10_judge3_score_rank,week10_judge4_score_rank,week11_judge1_score_rank,week11_judge2_score_rank,week11_judge3_score_rank,week11_judge4_score_rank,week_total_judge_rank,season_total_weeks_rank,weekly_contestant_count_rank,weekly_sum_judge_rank,weekly_mean_judge_rank,weekly_std_judge_rank,judge_pct_rank,judge_share_rank,judge_zscore_rank,rank_pct_rank,popularity_deviation_rank,judge_rank_interaction_rank,judge_popularity_interaction_rank,rank_popularity_interaction_rank,cumulative_weeks_rank,relative_cumulative_weeks_rank,week_total_judge_change_rank,week_total_judge_trend_rank,survival_advantage_rank,weekly_judge_rank_rank,weekly_judge_rank_pct_rank,weekly_judge_share_rank_rank,weekly_judge_share_rank_pct_rank,composite_attractiveness_rank,elimination_week_rank,is_eliminated_this_week_rank,judge_rank,fan_rank,rank_sum,predicted_eliminated_rank,partner_total_seasons_percent,partner_avg_placement_percent,partner_final_rate_percent,celebrity_industry_percent,celebrity_homestate_percent,celebrity_homecountry/region_percent,celebrity_age_during_season_percent,age_group_percent,results_percent,placement_percent,week1_judge1_score_percent,week1_judge2_score_percent,week1_judge3_score_percent,week1_judge4_score_percent,week2_judge1_score_percent,week2_judge2_score_percent,week2_judge3_score_percent,week2_judge4_score_percent,week3_judge1_score_percent,week3_judge2_score_percent,week3_judge3_score_percent,week3_judge4_score_percent,week4_judge1_score_percent,week4_judge2_score_percent,week4_judge3_score_percent,week4_judge4_score_percent,week5_judge1_score_percent,week5_judge2_score_percent,week5_judge3_score_percent,week5_judge4_score_percent,week6_judge1_score_percent,week6_judge2_score_percent,week6_judge3_score_percent,week6_judge4_score_percent,week7_judge1_score_percent,week7_judge2_score_percent,week7_judge3_score_percent,week7_judge4_score_percent,week8_judge1_score_percent,week8_judge2_score_percent,week8_judge3_score_percent,week8_judge4_score_percent,week9_judge1_score_percent,week9_judge2_score_percent,week9_judge3_score_percent,week9_judge4_score_percent,week10_judge1_score_percent,week10_judge2_score_percent,week10_judge3_score_percent,week10_judge4_score_percent,week11_judge1_score_percent,week11_judge2_score_percent,week11_judge3_score_percent,week11_judge4_score_percent,season_total_weeks_percent,weekly_contestant_count_percent,weekly_sum_judge_percent,weekly_mean_judge_percent,weekly_std_judge_percent,judge_pct_percent,judge_share_percent,judge_zscore_percent,rank_pct_percent,popularity_deviation_percent,judge_rank_interaction_percent,judge_popularity_interaction_percent,rank_popularity_interaction_percent,cumulative_weeks_percent,relative_cumulative_weeks_percent,week_total_judge_change_percent,week_total_judge_trend_percent,survival_advantage_percent,weekly_judge_rank_percent,weekly_judge_rank_pct_percent,weekly_judge_share_rank_percent,weekly_judge_share_rank_pct_percent,composite_attractiveness_percent,elimination_week_percent,is_eliminated_this_week_percent,judge_percent,fan_votes_relative,combined_percent,predicted_eliminated_percent,week_total_judge,age_group_label,region_label,judge_adjustment_factor,judge_adjustment_note,judge_score_original,judge_score_adjusted,week_judge1_weight,week_judge2_weight,week_judge3_weight,week_judge4_weight,week_total_judge_weighted,judge_score_weighted_adjusted,judge_score_final_adjusted,judge_score_final_percent,fan_votes_relative_percent
1,3,Rachel Hunter,Jonathan Roberts,7,8.714285714285714,0.1428571428571428,Model,Unknown,New Zealand,35,35-44,Eliminated Week 4,4,,,,,,,,,8.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,6,5,106.0,21.2,4.969909455915671,1.0,0.2452830188679245,0.9658123639026408,1.0,0.0,1.0,0.0,0.0,3,0.5,2.0,25.0,0.0,1,0.2,1,0.2,0.8393220003113082,4.0,False,1,3,4,False,7,8.714285714285714,0.1428571428571428,Model,Unknown,New Zealand,35,35-44,Eliminated Week 4,4,,,,,,,,,8.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,106.0,21.2,4.969909455915671,1.0,0.2452830188679245,0.9658123639026408,1.0,0.0,1.0,0.0,0.0,3,0.5,2.0,25.0,0.0,1,0.2,1,0.2,0.7619285490554625,4.0,False,0.2452830188679245,0.9497207455253326,0.53419420940197,False,26.0,35-44,others,1.0,无显著单向影响,26.0,26.0,0.9250001406247363,1.1249997656254394,0.9500000937498242,1.0,26.074999859375264,26.074999859375264,26.074999859375264,0.2420909065597089,0.2889111905340455
1,4,Joey McIntyre,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Massachusetts,United States,32,25-34,3rd Place,3,,,,,,,,,,,,,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,6,4,92.0,23.0,2.943920288775949,0.7692307692307693,0.217391304347826,-1.0190493307301365,0.25,-0.5192307692307693,0.1923076923076923,-0.3994082840236687,-0.1298076923076923,4,0.6666666666666666,-2.0,21.0,0.0,4,1.0,4,1.0,0.7779454464593754,,False,4,3,7,True,4,7.25,0.25,Singer/Rapper,Massachusetts,United States,32,25-34,3rd Place,3,,,,,,,,,,,,,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,92.0,23.0,2.943920288775949,0.7692307692307693,0.217391304347826,-1.0190493307301365,0.25,-0.5192307692307693,0.1923076923076923,-0.3994082840236687,-0.1298076923076923,4,0.6666666666666666,-2.0,21.0,0.0,4,1.0,4,1.0,0.420965256654093,,False,0.217391304347826,0.0,0.217391304347826,True,20.0,25-34,others,1.0,无显著单向影响,20.0,20.0,1.0363635768596013,0.9818182115701992,0.9818182115701993,1.0,20.0181817884298,20.0181817884298,20.0181817884298,0.21409126524203623,0.0
1,4,John O'Hurley,Charlotte Jorgensen,1,2.0,1.0,Actor/Actress,Maine,United States,50,45-54,2nd Place,2,,,,,,,,,,,,,7.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,6,4,92.0,23.0,2.943920288775949,0.8076923076923077,0.2282608695652173,-0.6793662204867574,0.5,-0.3076923076923077,0.4038461538461538,-0.2485207100591716,-0.1538461538461538,4,0.6666666666666666,-3.0,22.5,0.0,3,0.75,3,0.75,0.8690671704908046,,False,3,2,5,False,1,2.0,1.0,Actor/Actress,Maine,United States,50,45-54,2nd Place,2,,,,,,,,,,,,,7.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,92.0,23.0,2.943920288775949,0.8076923076923077,0.2282608695652173,-0.6793662204867574,0.5,-0.3076923076923077,0.4038461538461538,-0.2485207100591716,-0.1538461538461538,4,0.6666666666666666,-3.0,22.5,0.0,3,0.75,3,0.75,0.674921282486515,,False,0.2282608695652173,0.7571072959984114,0.5327442313112244,False,21.0,45-54,others,1.0733044097246225,age:45-54,21.0,22.53939260421707,1.0363635768596013,0.9818182115701992,0.9818182115701993,1.0,21.0,22.53939260421707,22.53939260421707,0.24105521327680635,0.30448336174600704
1,4,Kelly Monaco,Alec Mazo,5,8.4,0.2,Actor/Actress,Pennsylvania,United States,29,25-34,1st Place,1,,,,,,,,,,,,,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,6,4,92.0,23.0,2.943920288775949,1.0,0.2826086956521739,1.0190493307301365,1.0,0.0,1.0,0.0,0.0,4,0.6666666666666666,5.0,23.5,0.0,1,0.25,1,0.25,0.9105910617529636,,False,1,1,2,False,5,8.4,0.2,Actor/Actress,Pennsylvania,United States,29,25-34,1st Place,1,,,,,,,,,,,,,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,92.0,23.0,2.943920288775949,1.0,0.2826086956521739,1.0190493307301365,1.0,0.0,1.0,0.0,0.0,4,0.6666666666666666,5.0,23.5,0.0,1,0.25,1,0.25,0.7563946299736638,,False,0.2826086956521739,1.0,0.684775420705958,False,26.0,25-34,United States - Pennsylvania,1.0,无显著单向影响,26.0,26.0,1.0363635768596013,0.9818182115701992,0.9818182115701993,1.0,26.0181817884298,26.0181817884298,26.0181817884298,0.278260309415402,0.40216672505378404
1,4,Rachel Hunter,Jonathan Roberts,7,8.714285714285714,0.1428571428571428,Model,Unknown,New Zealand,35,35-44,Eliminated Week 4,4,,,,,,,,,,,,,7.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,6,4,92.0,23.0,2.943920288775949,0.9615384615384616,0.2717391304347826,0.6793662204867574,0.75,-0.2115384615384615,0.7211538461538461,-0.2034023668639053,-0.1586538461538461,4,0.6666666666666666,-1.0,25.5,0.0,2,0.5,2,0.5,0.0875405905179603,4.0,True,2,4,6,False,7,8.714285714285714,0.1428571428571428,Model,Unknown,New Zealand,35,35-44,Eliminated Week 4,4,,,,,,,,,,,,,7.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,92.0,23.0,2.943920288775949,0.9615384615384616,0.2717391304347826,0.6793662204867574,0.75,-0.2115384615384615,0.7211538461538461,-0.2034023668639053,-0.1586538461538461,4,0.6666666666666666,-1.0,25.5,0.0,2,0.5,2,0.5,0.6656353683719065,4.0,True,0.2717391304347826,0.7294236318556128,0.5650890436349914,False,25.0,35-44,others,1.0,无显著单向影响,25.0,25.0,1.0363635768596013,0.9818182115701992,0.9818182115701993,1.0,24.927272846280797,24.927272846280797,24.927272846280797,0.2665932120657554,0.2933499132002088
2,1,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,8,10,195.0,19.5,4.143267631552018,1.0,0.123076923076923,1.086099282057325,1.0,0.0,1.0,0.0,0.0,1,0.125,0.0,24.0,0.0,1,0.1,1,0.1,0.917030063341886,,False,1,1,2,False,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,195.0,19.5,4.143267631552018,1.0,0.123076923076923,1.086099282057325,1.0,0.0,1.0,0.0,0.0,1,0.125,0.0,24.0,0.0,1,0.1,1,0.1,0.8926929611747352,,False,0.123076923076923,1.0,0.2826821646670502,False,24.0,25-34,others,1.0,无显著单向影响,24.0,24.0,0.9473685457060759,0.9789474182824304,1.0736840360114936,1.0,24.0,24.0,24.0,0.12121157810301672,0.15960524159012718
2,1,George Hamilton,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,7.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,8,10,195.0,19.5,4.143267631552018,0.75,0.0923076923076923,-0.3620330940191084,0.3,-0.4499999999999999,0.225,-0.3374999999999999,-0.135,1,0.125,0.0,18.0,0.0,8,0.8,8,0.8,0.802787525207774,6.0,False,8,6,14,False,11,7.545454545454546,0.1818181818181818,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,7.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,195.0,19.5,4.143267631552018,0.75,0.0923076923076923,-0.3620330940191084,0.3,-0.4499999999999999,0.225,-0.3374999999999999,-0.135,1,0.125,0.0,18.0,0.0,8,0.8,8,0.8,0.2132169879855175,6.0,False,0.0923076923076923,0.0,0.0923076923076923,True,18.0,65+,others,1.1,age:65+,18.0,19.8,0.9473685457060759,0.9789474182824304,1.0736840360114936,1.0,17.968421127423646,19.76526324016601,19.76526324016601,0.09982411454008615,0.0
2,1,Giselle Fernandez,Jonathan Roberts,7,8.714285714285714,0.1428571428571428,News Anchor,Unknown,Mexico,44,35-44,Eliminated Week 3,8,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,8,10,195.0,19.5,4.143267631552018,0.9583333333333334,0.1179487179487179,0.8447438860445862,0.9,-0.0583333333333333,0.8625,-0.0559027777777777,-0.0525,1,0.125,0.0,23.0,0.0,2,0.2,2,0.2,0.8675169754810019,3.0,False,2,3,5,False,7,8.714285714285714,0.1428571428571428,News Anchor,Unknown,Mexico,44,35-44,Eliminated Week 3,8,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,195.0,19.5,4.143267631552018,0.9583333333333334,0.1179487179487179,0.8447438860445862,0.9,-0.0583333333333333,0.8625,-0.0559027777777777,-0.0525,1,0.125,0.0,23.0,0.0,2,0.2,2,0.2,0.8036844566078583,3.0,False,0.1179487179487179,0.8690041913489556,0.2566463418518011,False,23.0,35-44,others,1.0,无显著单向影响,23.0,23.0,0.9473685457060759,0.9789474182824304,1.0736840360114936,1.0,23.052631454293923,23.052631454293923,23.052631454293923,0.11642690991675865,0.13869762390308316
2,1,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Mississippi,United States,43,35-44,2nd Place,2,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,8,10,195.0,19.5,4.143267631552018,0.875,0.1076923076923077,0.3620330940191084,0.6,-0.275,0.525,-0.240625,-0.165,1,0.125,0.0,21.0,0.0,5,0.5,5,0.5,0.7503574441026488,,False,5,8,13,False,11,8.181818181818182,0.1818181818181818,Athlete,Mississippi,United States,43,35-44,2nd Place,2,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,195.0,19.5,4.143267631552018,0.875,0.1076923076923077,0.3620330940191084,0.6,-0.275,0.525,-0.240625,-0.165,1,0.125,0.0,21.0,0.0,5,0.5,5,0.5,0.652802032914522,,False,0.1076923076923077,0.646947150854723,0.2109484640005202,False,21.0,35-44,others,1.0,无显著单向影响,21.0,21.0,0.9473685457060759,0.9789474182824304,1.0736840360114936,1.0,21.0,21.0,21.0,0.10606013084013963,0.10325615630821251
2,1,Kenny Mayne,Andrea Hale,1,10.0,0.0,Sports Broadcaster,Washington,United States,46,45-54,Eliminated Week 1,10,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,8,10,195.0,19.5,4.143267631552018,0.5416666666666666,0.0666666666666666,-1.5688100740828028,0.1999999999999999,-0.3416666666666667,0.1083333333333333,-0.1850694444444444,-0.0683333333333333,1,0.125,0.0,13.0,0.0,9,0.9,9,0.9,0.0431814008090196,1.0,True,9,10,19,True,1,10.0,0.0,Sports Broadcaster,Washington,United States,46,45-54,Eliminated Week 1,10,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,195.0,19.5,4.143267631552018,0.5416666666666666,0.0666666666666666,-1.5688100740828028,0.1999999999999999,-0.3416666666666667,0.1083333333333333,-0.1850694444444444,-0.0683333333333333,1,0.125,0.0,13.0,0.0,9,0.9,9,0.9,0.547071245006497,1.0,True,0.0666666666666666,0.4913407834775772,0.1450872311166877,False,13.0,45-54,others,1.0733044097246225,age:45-54,13.0,13.952957326420092,0.9473685457060759,0.9789474182824304,1.0736840360114936,1.0,12.97894741828243,13.930361497626537,13.930361497626537,0.07035504586136733,0.07842056445002107
2,1,Lisa Rinna,Louis van Amstel,11,7.0,0.0909090909090909,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,5.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,8,10,195.0,19.5,4.143267631552018,0.7916666666666666,0.0974358974358974,-0.1206776980063694,0.4,-0.3916666666666666,0.3166666666666666,-0.3100694444444444,-0.1566666666666666,1,0.125,0.0,19.0,0.0,7,0.7,7,0.7,0.7905439646488782,7.0,False,7,7,14,False,11,7.0,0.0909090909090909,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,5.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,195.0,19.5,4.143267631552018,0.7916666666666666,0.0974358974358974,-0.1206776980063694,0.4,-0.3916666666666666,0.3166666666666666,-0.3100694444444444,-0.1566666666666666,1,0.125,0.0,19.0,0.0,7,0.7,7,0.7,0.6211232333611159,7.0,False,0.0974358974358974,0.600324752413293,0.1932508745773543,False,19.0,35-44,United States - California,1.0,无显著单向影响,19.0,19.0,0.9473685457060759,0.9789474182824304,1.0736840360114936,1.0,19.105262908587846,19.105262908587846,19.105262908587846,0.0964907944676235,0.09581497714145691
2,1,Master P,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Louisiana,United States,35,35-44,Eliminated Week 4,7,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,8,10,195.0,19.5,4.143267631552018,0.5,0.0615384615384615,-1.8101654700955416,0.0999999999999999,-0.4,0.0499999999999999,-0.2,-0.0399999999999999,1,0.125,0.0,12.0,0.0,10,1.0,10,1.0,0.417918224431725,4.0,False,10,9,19,False,4,7.25,0.25,Singer/Rapper,Louisiana,United States,35,35-44,Eliminated Week 4,7,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,195.0,19.5,4.143267631552018,0.5,0.0615384615384615,-1.8101654700955416,0.0999999999999999,-0.4,0.0499999999999999,-0.2,-0.0399999999999999,1,0.125,0.0,12.0,0.0,10,1.0,10,1.0,0.4057881861690283,4.0,False,0.0615384615384615,0.2834113431261599,0.1067723974274947,False,12.0,35-44,others,1.0,无显著单向影响,12.0,12.0,0.9473685457060759,0.9789474182824304,1.0736840360114936,1.0,12.0,12.0,12.0,0.06060578905150836,0.04523393588903318
2,1,Stacy Keibler,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Athlete,Maryland,United States,26,25-34,3rd Place,3,8.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8,10,195.0,19.5,4.143267631552018,0.9166666666666666,0.1128205128205128,0.6033884900318472,0.7,-0.2166666666666666,0.6416666666666666,-0.1986111111111111,-0.1516666666666666,1,0.125,0.0,22.0,0.0,4,0.4,4,0.4,0.8614717877794176,,False,4,4,8,False,21,7.666666666666667,0.1428571428571428,Athlete,Maryland,United States,26,25-34,3rd Place,3,8.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,195.0,19.5,4.143267631552018,0.9166666666666666,0.1128205128205128,0.6033884900318472,0.7,-0.2166666666666666,0.6416666666666666,-0.1986111111111111,-0.1516666666666666,1,0.125,0.0,22.0,0.0,4,0.4,4,0.4,0.759929038289725,,False,0.1128205128205128,0.8046083627330284,0.2412402249399545,False,22.0,25-34,others,1.0,无显著单向影响,22.0,22.0,0.9473685457060759,0.9789474182824304,1.0736840360114936,1.0,22.04210516343514,22.04210516343514,22.04210516343514,0.11132326464885943,0.12841971211944167
2,1,Tatum O'Neal,Nick Kosovich,2,8.5,0.0,Actor/Actress,California,United States,42,35-44,Eliminated Week 2,9,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,8,10,195.0,19.5,4.143267631552018,0.9583333333333334,0.1179487179487179,0.8447438860445862,0.9,-0.0583333333333333,0.8625,-0.0559027777777777,-0.0525,1,0.125,0.0,23.0,0.0,2,0.2,2,0.2,0.8922888706177325,2.0,False,2,2,4,False,2,8.5,0.0,Actor/Actress,California,United States,42,35-44,Eliminated Week 2,9,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,195.0,19.5,4.143267631552018,0.9583333333333334,0.1179487179487179,0.8447438860445862,0.9,-0.0583333333333333,0.8625,-0.0559027777777777,-0.0525,1,0.125,0.0,23.0,0.0,2,0.2,2,0.2,0.7929013132200451,2.0,False,0.1179487179487179,0.8531343978414664,0.2541134396250528,False,23.0,35-44,United States - California,1.0,无显著单向影响,23.0,23.0,0.9473685457060759,0.9789474182824304,1.0736840360114936,1.0,23.052631454293923,23.052631454293923,23.052631454293923,0.11642690991675865,0.13616472167633492
2,1,Tia Carrere,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Actor/Actress,Hawaii,United States,39,35-44,Eliminated Week 5,6,6.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,8,10,195.0,19.5,4.143267631552018,0.8333333333333334,0.1025641025641025,0.1206776980063694,0.5,-0.3333333333333333,0.4166666666666667,-0.2777777777777778,-0.1666666666666666,1,0.125,0.0,20.0,0.0,6,0.6,6,0.6,0.831955661858078,5.0,False,6,5,11,False,17,6.0,0.2941176470588235,Actor/Actress,Hawaii,United States,39,35-44,Eliminated Week 5,6,6.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,195.0,19.5,4.143267631552018,0.8333333333333334,0.1025641025641025,0.1206776980063694,0.5,-0.3333333333333333,0.4166666666666667,-0.2777777777777778,-0.1666666666666666,1,0.125,0.0,20.0,0.0,6,0.6,6,0.6,0.7001888621102986,5.0,False,0.1025641025641025,0.716687408149414,0.2169511694863918,False,20.0,35-44,others,1.0,无显著单向影响,20.0,20.0,0.9473685457060759,0.9789474182824304,1.0736840360114936,1.0,20.052631454293923,20.052631454293923,20.052631454293923,0.10127546265388157,0.11438706692228931
2,2,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,8,9,200.0,22.22222222222222,4.236088342379611,0.9310344827586208,0.135,1.1278749146893086,0.8888888888888888,-0.0421455938697318,0.8275862068965516,-0.0392390011890606,-0.0374627501064282,2,0.25,3.0,25.5,0.0,2,0.2222222222222222,2,0.2222222222222222,0.903857706877158,,False,2,2,4,False,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,200.0,22.22222222222222,4.236088342379611,0.9310344827586208,0.135,1.1278749146893086,0.8888888888888888,-0.0421455938697318,0.8275862068965516,-0.0392390011890606,-0.0374627501064282,2,0.25,3.0,25.5,0.0,2,0.2222222222222222,2,0.2222222222222222,0.8439669526149192,,False,0.135,0.9792769737205086,0.2967970941517921,False,27.0,25-34,others,1.0,无显著单向影响,27.0,27.0,0.9214287987238322,1.0285713459186065,1.0499998553575614,1.0,27.0,27.0,27.0,0.13341380549149767,0.16179709415179208
2,2,George Hamilton,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,,,,,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8,9,200.0,22.22222222222222,4.236088342379611,0.7586206896551724,0.11,-0.052459298357642,0.5555555555555556,-0.2030651340996168,0.421455938697318,-0.1540494120755713,-0.112813963388676,2,0.25,4.0,20.0,0.0,5,0.5555555555555556,5,0.5555555555555556,0.7710461755335658,6.0,False,5,7,12,False,11,7.545454545454546,0.1818181818181818,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,,,,,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,200.0,22.22222222222222,4.236088342379611,0.7586206896551724,0.11,-0.052459298357642,0.5555555555555556,-0.2030651340996168,0.421455938697318,-0.1540494120755713,-0.112813963388676,2,0.25,4.0,20.0,0.0,5,0.5555555555555556,5,0.5555555555555556,0.6505253508418127,6.0,False,0.11,0.6753820968760199,0.2215872869975924,False,22.0,65+,others,1.1,age:65+,22.0,24.200000000000003,0.9214287987238322,1.0285713459186065,1.0499998553575614,1.0,21.92142879872383,24.113571678596216,24.113571678596216,0.1191512356160564,0.1115872869975924
2,2,Giselle Fernandez,Jonathan Roberts,7,8.714285714285714,0.1428571428571428,News Anchor,Unknown,Mexico,44,35-44,Eliminated Week 3,8,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,8,9,200.0,22.22222222222222,4.236088342379611,0.8275862068965517,0.12,0.4196743868611381,0.7777777777777778,-0.0498084291187739,0.6436781609195402,-0.0412207689258818,-0.0387398893146019,2,0.25,1.0,23.5,0.0,3,0.3333333333333333,3,0.3333333333333333,0.8821510705998932,3.0,False,3,3,6,False,7,8.714285714285714,0.1428571428571428,News Anchor,Unknown,Mexico,44,35-44,Eliminated Week 3,8,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,200.0,22.22222222222222,4.236088342379611,0.8275862068965517,0.12,0.4196743868611381,0.7777777777777778,-0.0498084291187739,0.6436781609195402,-0.0412207689258818,-0.0387398893146019,2,0.25,1.0,23.5,0.0,3,0.3333333333333333,3,0.3333333333333333,0.7448454989259733,3.0,False,0.12,0.8235581330712232,0.2560690758302553,False,24.0,35-44,others,1.0,无显著单向影响,24.0,24.0,0.9214287987238322,1.0285713459186065,1.0499998553575614,1.0,24.0,24.0,24.0,0.11859004932577571,0.1360690758302553
2,2,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Mississippi,United States,43,35-44,2nd Place,2,,,,,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,8,9,200.0,22.22222222222222,4.236088342379611,0.7931034482758621,0.115,0.183607544251748,0.6666666666666667,-0.1264367816091953,0.5287356321839082,-0.1002774474831549,-0.0842911877394635,2,0.25,2.0,22.0,0.0,4,0.4444444444444444,4,0.4444444444444444,0.8554647012650842,,False,4,5,9,False,11,8.181818181818182,0.1818181818181818,Athlete,Mississippi,United States,43,35-44,2nd Place,2,,,,,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,200.0,22.22222222222222,4.236088342379611,0.7931034482758621,0.115,0.183607544251748,0.6666666666666667,-0.1264367816091953,0.5287356321839082,-0.1002774474831549,-0.0842911877394635,2,0.25,2.0,22.0,0.0,4,0.4444444444444444,4,0.4444444444444444,0.6858680996568592,,False,0.115,0.730905211862899,0.2357608700636809,False,23.0,35-44,others,1.0,无显著单向影响,23.0,23.0,0.9214287987238322,1.0285713459186065,1.0499998553575614,1.0,23.07857120127617,23.07857120127617,23.07857120127617,0.11403703738032366,0.12076087006368091
