season,week,celebrity_name,ballroom_partner,method,conflict_degree,conflict_type,judge_rank,fan_rank,judge_percent,fan_percent,final_rank,final_percent
19,11,Alfonso Ribeiro,Witney Carson,percent,0.10829820268420448,A,1,1,0.2558640849980489,0.3641622876822534,1.0,1.0
19,11,Bethany Mota,Derek Hough,percent,0.2430708807481465,B,4,3,0.2430708807481465,0.0,4.0,0.0
19,11,Janel Parrish,Valentin Chmerkovskiy,percent,0.04154260244783048,A,3,2,0.2494662035526728,0.2910088060005033,3.0,0.33333333333333337
19,11,Sadie Robertson,Mark Ballas,percent,0.09323007561611174,A,2,4,0.2515988307011315,0.3448289063172432,2.0,0.6666666666666667
20,2,Charlotte McKinney,Keo Motsepe,percent,0.037326165021620394,B,11,9,0.0749279538904899,0.0376017888688695,11.0,0.09090909090909094
20,2,Chris Soules,Witney Carson,percent,0.005894356461644393,A,12,12,0.0605187319884726,0.066413088450117,10.0,0.18181818181818177
20,2,Michael Sam,Peta Murgatroyd,percent,0.009532068103250302,A,6,7,0.0806916426512968,0.0902237107545471,5.0,0.6363636363636364
20,2,Nastia Liukin,Derek Hough,percent,0.029498919182544103,A,1,1,0.0979827089337175,0.1274816281162616,1.0,1.0
20,2,Noah Galloway,Sharna Burgess,percent,0.0054137121473608885,B,10,10,0.0778097982708933,0.0723960861235324,9.0,0.2727272727272727
20,2,Patti LaBelle,Artem Chigvintsev,percent,0.0017705422101012974,A,6,11,0.0806916426512968,0.0824621848613981,8.0,0.36363636363636365
20,2,Redfoo,Emma Slater,percent,0.0893371757925072,B,5,6,0.0893371757925072,0.0,12.0,0.0
20,2,Riker Lynch,Allison Holker,percent,0.018987968713725892,A,2,2,0.0922190201729106,0.1112069888866365,4.0,0.7272727272727273
20,2,Robert Herjavec,Kym Johnson,percent,0.009070610960776992,A,6,5,0.0806916426512968,0.0897622536120738,6.0,0.5454545454545454
20,2,Rumer Willis,Valentin Chmerkovskiy,percent,0.025910575880504993,A,2,4,0.0922190201729106,0.1181295960534156,3.0,0.8181818181818181
20,2,Suzanne Somers,Tony Dovolani,percent,0.0036615994799646945,A,6,8,0.0806916426512968,0.0843532421312615,7.0,0.4545454545454546
20,2,Willow Shields,Mark Ballas,percent,0.027750411968975902,A,2,3,0.0922190201729106,0.1199694321418865,2.0,0.9090909090909091
20,3,Charlotte McKinney,Keo Motsepe,percent,0.0702875399361022,B,10,9,0.0702875399361022,0.0,11.0,0.0
20,3,Chris Soules,Witney Carson,percent,0.00401570417723239,A,7,7,0.0894568690095846,0.093472573186817,7.0,0.4
20,3,Michael Sam,Peta Murgatroyd,percent,0.00526798767913679,B,9,8,0.0766773162939297,0.0714093286147929,9.0,0.19999999999999996
20,3,Nastia Liukin,Derek Hough,percent,0.02758026226615909,A,1,2,0.108626198083067,0.1362064603492261,1.0,1.0
20,3,Noah Galloway,Sharna Burgess,percent,0.013130719567560206,A,5,4,0.0958466453674121,0.1089773649349723,5.0,0.6
20,3,Patti LaBelle,Artem Chigvintsev,percent,0.017141948956506205,B,10,11,0.0702875399361022,0.053145590979596,10.0,0.09999999999999998
20,3,Riker Lynch,Allison Holker,percent,0.01799542080077099,A,1,1,0.108626198083067,0.126621618883838,2.0,0.9
20,3,Robert Herjavec,Kym Johnson,percent,0.004692856992189506,A,6,5,0.0926517571884984,0.0973446141806879,6.0,0.5
20,3,Rumer Willis,Valentin Chmerkovskiy,percent,0.0171476161556664,A,3,3,0.1054313099041533,0.1225789260598197,3.0,0.8
20,3,Suzanne Somers,Tony Dovolani,percent,0.009254821278668307,B,8,10,0.0798722044728434,0.0706173831941751,8.0,0.30000000000000004
20,3,Willow Shields,Mark Ballas,percent,0.017389717890835196,A,4,6,0.1022364217252396,0.1196261396160748,4.0,0.7
20,4,Chris Soules,Witney Carson,percent,0.022645782655138703,B,10,8,0.083076923076923,0.0604311404217843,9.0,0.11111111111111116
20,4,Michael Sam,Peta Murgatroyd,percent,0.0923076923076923,B,7,6,0.0923076923076923,0.0,10.0,0.0
20,4,Nastia Liukin,Derek Hough,percent,0.03846744625973239,A,2,2,0.1107692307692307,0.1492366770289631,2.0,0.8888888888888888
20,4,Noah Galloway,Sharna Burgess,percent,0.010461561827069393,A,6,7,0.0984615384615384,0.1089231002886078,6.0,0.4444444444444444
20,4,Patti LaBelle,Artem Chigvintsev,percent,0.010626303462735298,B,7,10,0.0923076923076923,0.081681388844957,7.0,0.33333333333333337
20,4,Riker Lynch,Allison Holker,percent,0.018588263031703703,A,4,4,0.1046153846153846,0.1232036476470883,4.0,0.6666666666666667
20,4,Robert Herjavec,Kym Johnson,percent,0.015752822796631608,A,4,5,0.1046153846153846,0.1203682074120162,5.0,0.5555555555555556
20,4,Rumer Willis,Valentin Chmerkovskiy,percent,0.03032599662877339,A,3,3,0.1076923076923077,0.1380183043210811,3.0,0.7777777777777778
20,4,Suzanne Somers,Tony Dovolani,percent,0.02186060069426829,B,9,9,0.0861538461538461,0.0642932454595778,8.0,0.2222222222222222
20,4,Willow Shields,Mark Ballas,percent,0.03384428857592389,A,1,1,0.12,0.1538442885759239,1.0,1.0
20,5,Chris Soules,Witney Carson,percent,0.038115943196613794,B,7,6,0.0954063604240282,0.0572904172274144,8.0,0.125
20,5,Nastia Liukin,Derek Hough,percent,0.03830350405907551,A,2,3,0.1342756183745583,0.1725791224336338,2.0,0.875
20,5,Noah Galloway,Sharna Burgess,percent,0.0362528996508235,A,5,5,0.0989399293286219,0.1351928289794454,5.0,0.5
20,5,Patti LaBelle,Artem Chigvintsev,percent,0.025203518267124803,B,7,9,0.0954063604240282,0.0702028421569034,6.0,0.375
20,5,Riker Lynch,Allison Holker,percent,0.0242782033593458,A,2,2,0.1342756183745583,0.1585538217339041,3.0,0.75
20,5,Robert Herjavec,Kym Johnson,percent,0.0087968583227548,B,9,7,0.0848056537102473,0.0760087953874925,7.0,0.25
20,5,Rumer Willis,Valentin Chmerkovskiy,percent,0.0397717691168788,A,1,1,0.1378091872791519,0.1775809563960307,1.0,1.0
20,5,Suzanne Somers,Tony Dovolani,percent,0.0989399293286219,B,5,8,0.0989399293286219,0.0,9.0,0.0
20,5,Willow Shields,Mark Ballas,percent,0.032449872928991416,A,4,4,0.1201413427561837,0.1525912156851751,4.0,0.625
20,6,Chris Soules,Witney Carson,percent,0.004363778784466005,B,5,4,0.1236749116607773,0.1193111328763113,5.0,0.4285714285714286
20,6,Nastia Liukin,Derek Hough,percent,0.05247565484802791,A,2,2,0.1289752650176678,0.1814509198656957,2.0,0.8571428571428572
20,6,Noah Galloway,Sharna Burgess,percent,0.02685936079285929,B,6,5,0.1201413427561837,0.0932819819633244,6.0,0.2857142857142857
20,6,Patti LaBelle,Artem Chigvintsev,percent,0.1201413427561837,B,6,8,0.1201413427561837,0.0,8.0,0.0
20,6,Riker Lynch,Allison Holker,percent,0.04359808454490621,A,1,1,0.1342756183745583,0.1778737029194645,1.0,1.0
20,6,Robert Herjavec,Kym Johnson,percent,0.026062009520232604,B,8,7,0.1183745583038869,0.0923125487836543,7.0,0.1428571428571429
20,6,Rumer Willis,Valentin Chmerkovskiy,percent,0.0307244780078898,A,4,6,0.1254416961130742,0.156166174120964,4.0,0.5714285714285714
20,6,Willow Shields,Mark Ballas,percent,0.050628274452917815,A,2,3,0.1289752650176678,0.1796035394705856,3.0,0.7142857142857143
20,7,Chris Soules,Witney Carson,percent,0.006242999370114896,B,6,7,0.1220472440944882,0.1158042447243733,5.0,0.33333333333333337
20,7,Nastia Liukin,Derek Hough,percent,0.10090724994791922,A,1,1,0.1614173228346456,0.2623245727825648,1.0,1.0
20,7,Noah Galloway,Sharna Burgess,percent,0.04665760685416889,A,3,3,0.1496062992125984,0.1962639060667673,2.0,0.8333333333333334
20,7,Riker Lynch,Allison Holker,percent,0.020787799391727174,A,4,4,0.1456692913385826,0.1664570907303098,4.0,0.5
20,7,Robert Herjavec,Kym Johnson,percent,0.04037025352464839,B,6,6,0.1220472440944882,0.0816769905698398,6.0,0.16666666666666663
20,7,Rumer Willis,Valentin Chmerkovskiy,percent,0.03180390378756218,A,4,5,0.1456692913385826,0.1774731951261448,3.0,0.6666666666666667
20,7,Willow Shields,Mark Ballas,percent,0.1535433070866141,B,2,2,0.1535433070866141,0.0,7.0,0.0
20,8,Chris Soules,Witney Carson,percent,0.110117735097657,B,4,3,0.1513002364066193,0.0411825013089623,5.0,0.19999999999999996
20,8,Nastia Liukin,Derek Hough,percent,0.074997878776493,A,3,4,0.1796690307328605,0.2546669095093535,2.0,0.8
20,8,Noah Galloway,Sharna Burgess,percent,0.0350748012209903,A,5,6,0.1489361702127659,0.1840109714337562,4.0,0.4
20,8,Riker Lynch,Allison Holker,percent,0.054972594717824896,A,2,2,0.1843971631205673,0.2393697578383922,3.0,0.6
20,8,Robert Herjavec,Kym Johnson,percent,0.1465721040189125,B,6,5,0.1465721040189125,0.0,6.0,0.0
20,8,Rumer Willis,Valentin Chmerkovskiy,percent,0.09164456440126131,A,1,1,0.1891252955082742,0.2807698599095355,1.0,1.0
20,9,Nastia Liukin,Derek Hough,percent,0.2547770700636942,B,1,1,0.2547770700636942,0.0,4.0,0.0
20,9,Noah Galloway,Sharna Burgess,percent,0.0574307370676517,B,4,3,0.2420382165605095,0.1846074794928578,3.0,0.33333333333333337
20,9,Riker Lynch,Allison Holker,percent,0.2318056697370044,A,1,2,0.2547770700636942,0.4865827398006986,1.0,1.0
20,9,Rumer Willis,Valentin Chmerkovskiy,percent,0.0804021373943416,A,3,4,0.2484076433121019,0.3288097807064435,2.0,0.6666666666666667
21,2,Alek Skarlatos,Lindsay Arnold,percent,0.023902971079875504,A,4,2,0.0831792975970425,0.107082268676918,4.0,0.75
21,2,Alexa PenaVega,Mark Ballas,percent,0.027660458387117504,A,3,7,0.0850277264325323,0.1126881848196498,3.0,0.8333333333333334
21,2,Andy Grammer,Allison Holker,percent,0.0038746869879268953,B,8,6,0.0813308687615526,0.0774561817736257,8.0,0.41666666666666663
21,2,Bindi Irwin,Derek Hough,percent,0.030895918870389505,A,2,9,0.088724584103512,0.1196205029739015,2.0,0.9166666666666666
21,2,Carlos PenaVega,Witney Carson,percent,0.0238557403597848,A,4,5,0.0831792975970425,0.1070350379568273,5.0,0.6666666666666667
21,2,Chaka Khan,Keo Motsepe,percent,0.055452865064695,B,13,13,0.055452865064695,0.0,13.0,0.0
21,2,Gary Busey,Anna Trebunskaya,percent,0.0260197344082906,B,12,12,0.0609981515711645,0.0349784171628739,10.0,0.25
21,2,Hayes Grier,Emma Slater,percent,0.0206660985960634,A,4,4,0.0831792975970425,0.1038453961931059,7.0,0.5
21,2,Kim Zolciak-Biermann,Tony Dovolani,percent,0.0505955744520209,B,9,8,0.0683918669131238,0.0177962924611029,12.0,0.08333333333333337
21,2,Nick Carter,Sharna Burgess,percent,0.021653789407520302,A,4,3,0.0831792975970425,0.1048330870045628,6.0,0.5833333333333333
21,2,Paula Deen,Louis van Amstel,percent,0.009103237115672805,A,9,10,0.0683918669131238,0.0774951040287966,9.0,0.33333333333333337
21,2,Tamar Braxton,Valentin Chmerkovskiy,percent,0.028511321735711498,A,1,1,0.0905730129390018,0.1190843346747133,1.0,1.0
21,2,Victor Espinoza,Karina Smirnoff,percent,0.050306674639201895,B,9,11,0.0683918669131238,0.0180851922739219,11.0,0.16666666666666663
21,4,Alek Skarlatos,Lindsay Arnold,percent,0.012288350021983502,A,6,6,0.1016949152542373,0.1139832652762208,6.0,0.4444444444444444
21,4,Alexa PenaVega,Mark Ballas,percent,0.017183281327497607,A,8,10,0.0889830508474576,0.1061663321749552,8.0,0.2222222222222222
21,4,Andy Grammer,Allison Holker,percent,0.002738712293108292,A,7,8,0.097457627118644,0.1001963394117523,7.0,0.33333333333333337
21,4,Bindi Irwin,Derek Hough,percent,0.02892912614965859,A,1,1,0.1186440677966101,0.1475731939462687,1.0,1.0
21,4,Carlos PenaVega,Witney Carson,percent,0.01041694971553199,A,5,5,0.1059322033898305,0.1163491531053625,5.0,0.5555555555555556
21,4,Gary Busey,Anna Trebunskaya,percent,0.0677966101694915,B,10,9,0.0677966101694915,0.0,10.0,0.0
21,4,Hayes Grier,Emma Slater,percent,0.016394499047243494,A,2,3,0.1144067796610169,0.1308012787082604,4.0,0.6666666666666667
21,4,Nick Carter,Sharna Burgess,percent,0.017521572487981307,A,2,2,0.1144067796610169,0.1319283521489982,3.0,0.7777777777777778
21,4,Paula Deen,Louis van Amstel,percent,0.056494530104111804,B,9,7,0.0762711864406779,0.0197766563365661,9.0,0.11111111111111116
21,4,Tamar Braxton,Valentin Chmerkovskiy,percent,0.018818649230598505,A,2,4,0.1144067796610169,0.1332254288916154,2.0,0.8888888888888888
21,6,Alek Skarlatos,Lindsay Arnold,percent,0.012177876230586901,A,7,7,0.0958466453674121,0.108024521597999,8.0,0.125
21,6,Alexa PenaVega,Mark Ballas,percent,0.015192279227676103,A,7,9,0.0958466453674121,0.1110389245950882,7.0,0.25
21,6,Andy Grammer,Allison Holker,percent,0.01160377526689671,A,1,1,0.1277955271565495,0.1393993024234462,3.0,0.75
21,6,Bindi Irwin,Derek Hough,percent,0.023555943402663815,A,1,6,0.1277955271565495,0.1513514705592133,1.0,1.0
21,6,Carlos PenaVega,Witney Carson,percent,0.008969388240480297,B,5,5,0.121405750798722,0.1124363625582417,5.0,0.5
21,6,Hayes Grier,Emma Slater,percent,0.007166758501386095,A,6,4,0.1022364217252396,0.1094031802266257,6.0,0.375
21,6,Nick Carter,Sharna Burgess,percent,0.0023437659109304954,B,4,2,0.1246006389776357,0.1222568730667052,4.0,0.625
21,6,Paula Deen,Louis van Amstel,percent,0.0766773162939297,B,9,8,0.0766773162939297,0.0,9.0,0.0
21,6,Tamar Braxton,Valentin Chmerkovskiy,percent,0.01829383781613081,A,1,3,0.1277955271565495,0.1460893649726803,2.0,0.875
21,7,Alek Skarlatos,Lindsay Arnold,percent,0.03321128608997401,B,8,8,0.1199095022624434,0.0866982161724694,7.0,0.1428571428571429
21,7,Alexa PenaVega,Mark Ballas,percent,0.008778198872108206,A,5,6,0.1244343891402715,0.1332125880123797,4.0,0.5714285714285714
21,7,Andy Grammer,Allison Holker,percent,0.028789008525186205,A,2,1,0.1266968325791855,0.1554858411043717,3.0,0.7142857142857143
21,7,Bindi Irwin,Derek Hough,percent,0.0795779459896496,A,1,4,0.1312217194570135,0.2107996654466631,1.0,1.0
21,7,Carlos PenaVega,Witney Carson,percent,0.04521814526167181,A,2,2,0.1266968325791855,0.1719149778408573,2.0,0.8571428571428572
21,7,Hayes Grier,Emma Slater,percent,0.1266968325791855,B,2,3,0.1266968325791855,0.0,8.0,0.0
21,7,Nick Carter,Sharna Burgess,percent,0.0055349783534209135,B,6,5,0.1221719457013574,0.1166369673479365,6.0,0.2857142857142857
21,7,Tamar Braxton,Valentin Chmerkovskiy,percent,0.003079798373964396,A,6,7,0.1221719457013574,0.1252517440753218,5.0,0.4285714285714286
21,8,Alek Skarlatos,Lindsay Arnold,percent,0.0671111260141822,B,6,7,0.1288663779372513,0.0617552519230691,6.0,0.16666666666666663
21,8,Alexa PenaVega,Mark Ballas,percent,0.004177872760186302,A,5,6,0.1391746572412079,0.1433525300013942,5.0,0.33333333333333337
21,8,Andy Grammer,Allison Holker,percent,0.1237106918887378,B,7,5,0.1237106918887378,0.0,7.0,0.0
21,8,Bindi Irwin,Derek Hough,percent,0.07224711297175981,A,3,4,0.1443303432897215,0.2165774562614813,2.0,0.8333333333333334
21,8,Carlos PenaVega,Witney Carson,percent,0.057801906959207505,A,2,2,0.149483967476188,0.2072858744353955,3.0,0.6666666666666667
21,8,Nick Carter,Sharna Burgess,percent,0.05028314080416049,A,1,1,0.1701036188771717,0.2203867596813322,1.0,1.0
21,8,Tamar Braxton,Valentin Chmerkovskiy,percent,0.0063117844076059915,A,3,3,0.1443303432897215,0.1506421276973275,4.0,0.5
21,9,Alek Skarlatos,Lindsay Arnold,percent,0.021301548931418696,A,5,4,0.155015197568389,0.1763167464998077,3.0,0.6
21,9,Alexa PenaVega,Mark Ballas,percent,0.0739287033455452,B,1,1,0.182370820668693,0.1084421173231478,5.0,0.19999999999999996
21,9,Bindi Irwin,Derek Hough,percent,0.1377486781171882,A,1,2,0.182370820668693,0.3201194987858812,1.0,1.0
21,9,Carlos PenaVega,Witney Carson,percent,0.004574575019720001,B,4,5,0.1641337386018237,0.1595591635821037,4.0,0.4
21,9,Nick Carter,Sharna Burgess,percent,0.06838922152942431,A,3,3,0.1671732522796352,0.2355624738090595,2.0,0.8
21,9,Tamar Braxton,Valentin Chmerkovskiy,percent,0.1489361702127659,B,6,6,0.1489361702127659,0.0,6.0,0.0
21,11,Alek Skarlatos,Lindsay Arnold,percent,0.00883627523860711,B,4,4,0.2372874892266858,0.2284512139880787,3.0,0.33333333333333337
21,11,Bindi Irwin,Derek Hough,percent,0.22984606182178208,A,1,3,0.2542375035911047,0.4840835654128868,1.0,1.0
21,11,Carlos PenaVega,Witney Carson,percent,0.2542375035911047,B,1,1,0.2542375035911047,0.0,4.0,0.0
21,11,Nick Carter,Sharna Burgess,percent,0.0332277170079297,A,1,2,0.2542375035911047,0.2874652205990344,2.0,0.6666666666666667
22,2,Antonio Brown,Sharna Burgess,percent,0.0008656614133809998,B,9,10,0.0805084745762711,0.0796428131628901,9.0,0.2727272727272727
22,2,Doug Flutie,Karina Smirnoff,percent,0.009971418761226397,A,5,6,0.0847457627118644,0.0947171814730908,6.0,0.5454545454545454
22,2,Geraldo Rivera,Edyta Sliwinska,percent,0.0550847457627118,B,12,12,0.0550847457627118,0.0,12.0,0.0
22,2,Ginger Zee,Valentin Chmerkovskiy,percent,0.017988740425916902,A,3,3,0.0889830508474576,0.1069717912733745,3.0,0.8181818181818181
22,2,Jodie Sweetin,Keo Motsepe,percent,0.009864058103315601,A,3,4,0.0889830508474576,0.0988471089507732,4.0,0.7272727272727273
22,2,Kim Fields,Sasha Farber,percent,0.013848910561261293,B,9,9,0.0805084745762711,0.0666595640150098,10.0,0.18181818181818177
22,2,Marla Maples,Tony Dovolani,percent,0.008533906827465396,A,5,8,0.0847457627118644,0.0932796695393298,8.0,0.36363636363636365
22,2,Mischa Barton,Artem Chigvintsev,percent,0.025686475273440902,B,11,11,0.0635593220338983,0.0378728467604574,11.0,0.09090909090909094
22,2,Nyle DiMarco,Peta Murgatroyd,percent,0.0095805819686781,A,5,7,0.0847457627118644,0.0943263446805425,7.0,0.4545454545454546
22,2,Paige VanZant,Mark Ballas,percent,0.0150119354133003,A,1,2,0.1016949152542373,0.1167068506675376,1.0,1.0
22,2,Von Miller,Witney Carson,percent,0.013729813579100303,A,5,5,0.0847457627118644,0.0984755762909647,5.0,0.6363636363636364
22,2,Wanya Morris,Lindsay Arnold,percent,0.010805337931791906,A,1,1,0.1016949152542373,0.1125002531860292,2.0,0.9090909090909091
22,3,Antonio Brown,Sharna Burgess,percent,0.0023708738489897074,A,8,10,0.0843881856540084,0.0867590595029981,9.0,0.19999999999999996
22,3,Doug Flutie,Karina Smirnoff,percent,0.0013708313982731951,B,8,8,0.0843881856540084,0.0830173542557352,10.0,0.09999999999999998
22,3,Ginger Zee,Valentin Chmerkovskiy,percent,0.008792678759515199,A,6,6,0.0886075949367088,0.097400273696224,5.0,0.6
22,3,Jodie Sweetin,Keo Motsepe,percent,0.009025810713437804,A,3,5,0.0970464135021097,0.1060722242155475,4.0,0.7
22,3,Kim Fields,Sasha Farber,percent,0.003489990991149397,B,5,4,0.0928270042194092,0.0893370132282598,6.0,0.5
22,3,Marla Maples,Tony Dovolani,percent,0.0033411305240668987,A,6,7,0.0886075949367088,0.0919487254607757,7.0,0.4
22,3,Mischa Barton,Artem Chigvintsev,percent,0.0759493670886076,B,11,11,0.0759493670886076,0.0,11.0,0.0
22,3,Nyle DiMarco,Peta Murgatroyd,percent,0.01546274248414431,A,1,1,0.1054852320675105,0.1209479745516548,1.0,1.0
22,3,Paige VanZant,Mark Ballas,percent,0.019333465633163696,A,3,3,0.0970464135021097,0.1163798791352734,3.0,0.8
22,3,Von Miller,Witney Carson,percent,0.006325822572688308,A,8,9,0.0843881856540084,0.0907140082266967,8.0,0.30000000000000004
22,3,Wanya Morris,Lindsay Arnold,percent,0.016157664942024308,A,2,2,0.1012658227848101,0.1174234877268344,2.0,0.9
22,4,Antonio Brown,Sharna Burgess,percent,0.0207792042575453,A,3,4,0.109717868338558,0.1304970725961033,3.0,0.7777777777777778
22,4,Doug Flutie,Karina Smirnoff,percent,0.004885535996811297,B,10,10,0.0752351097178683,0.070349573721057,8.0,0.2222222222222222
22,4,Ginger Zee,Valentin Chmerkovskiy,percent,0.033693437997379797,A,1,1,0.1128526645768025,0.1465461025741823,2.0,0.8888888888888888
22,4,Jodie Sweetin,Keo Motsepe,percent,0.043454882405788695,B,9,9,0.0846394984326018,0.0411846160268131,9.0,0.11111111111111116
22,4,Kim Fields,Sasha Farber,percent,0.00622401232861379,A,6,7,0.1003134796238244,0.1065374919524382,7.0,0.33333333333333337
22,4,Marla Maples,Tony Dovolani,percent,0.0877742946708464,B,8,8,0.0877742946708464,0.0,10.0,0.0
22,4,Nyle DiMarco,Peta Murgatroyd,percent,0.007608817967597797,A,5,6,0.1065830721003134,0.1141918900679112,5.0,0.5555555555555556
22,4,Paige VanZant,Mark Ballas,percent,0.035851168569516687,A,1,2,0.1128526645768025,0.1487038331463192,1.0,1.0
22,4,Von Miller,Witney Carson,percent,0.012311742631265388,A,6,5,0.1003134796238244,0.1126252222550898,6.0,0.4444444444444444
22,4,Wanya Morris,Lindsay Arnold,percent,0.019646329321527614,A,3,3,0.109717868338558,0.1293641976600856,4.0,0.6666666666666667
22,6,Antonio Brown,Sharna Burgess,percent,0.020986120071816286,A,3,7,0.118942731277533,0.1399288513493493,3.0,0.75
22,6,Doug Flutie,Karina Smirnoff,percent,0.092511013215859,B,9,9,0.092511013215859,0.0,9.0,0.0
22,6,Ginger Zee,Valentin Chmerkovskiy,percent,0.016943024884813807,A,6,8,0.105726872246696,0.1226698971315098,5.0,0.5
22,6,Jodie Sweetin,Keo Motsepe,percent,0.002123752164531603,A,4,6,0.1101321585903083,0.1122559107548399,7.0,0.25
22,6,Kim Fields,Sasha Farber,percent,0.030553173386209095,B,6,5,0.105726872246696,0.0751736988604869,8.0,0.125
22,6,Nyle DiMarco,Peta Murgatroyd,percent,0.016055037101608702,A,4,2,0.1101321585903083,0.126187195691917,4.0,0.625
22,6,Paige VanZant,Mark Ballas,percent,0.030428003732450304,A,2,4,0.1233480176211453,0.1537760213535956,2.0,0.875
22,6,Von Miller,Witney Carson,percent,0.0144363166329647,A,6,3,0.105726872246696,0.1201631888796607,6.0,0.375
22,6,Wanya Morris,Lindsay Arnold,percent,0.022091932013882792,A,1,1,0.1277533039647577,0.1498452359786405,1.0,1.0
22,7,Antonio Brown,Sharna Burgess,percent,0.036038659311542404,A,5,7,0.1214953271028037,0.1575339864143461,4.0,0.5714285714285714
22,7,Ginger Zee,Valentin Chmerkovskiy,percent,0.0647948088453367,A,2,2,0.1285046728971962,0.1932994817425329,2.0,0.8571428571428572
22,7,Jodie Sweetin,Keo Motsepe,percent,0.023861112746393492,B,8,8,0.1191588785046729,0.0952977657582794,6.0,0.2857142857142857
22,7,Kim Fields,Sasha Farber,percent,0.1214953271028037,B,5,5,0.1214953271028037,0.0,8.0,0.0
22,7,Nyle DiMarco,Peta Murgatroyd,percent,0.01695366236273621,A,1,4,0.1308411214953271,0.1477947838580633,5.0,0.4285714285714286
22,7,Paige VanZant,Mark Ballas,percent,0.08031474576681041,A,2,3,0.1285046728971962,0.2088194186640066,1.0,1.0
22,7,Von Miller,Witney Carson,percent,0.1119383288799294,B,5,6,0.1214953271028037,0.0095569982228743,7.0,0.1428571428571429
22,7,Wanya Morris,Lindsay Arnold,percent,0.05919289244270101,A,2,1,0.1285046728971962,0.1876975653398972,3.0,0.7142857142857143
22,8,Antonio Brown,Sharna Burgess,percent,0.062388821511329684,A,5,5,0.1597633136094674,0.2221521351207971,3.0,0.6
22,8,Ginger Zee,Valentin Chmerkovskiy,percent,0.2520583035544379,A,1,1,0.1775147928994082,0.4295730964538461,1.0,1.0
22,8,Jodie Sweetin,Keo Motsepe,percent,0.1555517528448842,B,1,2,0.1775147928994082,0.021963040054524,5.0,0.19999999999999996
22,8,Nyle DiMarco,Peta Murgatroyd,percent,0.08132330442261099,A,3,3,0.1715976331360946,0.2529209375587056,2.0,0.8
22,8,Paige VanZant,Mark Ballas,percent,0.09228968256065409,B,4,4,0.165680473372781,0.0733907908121269,4.0,0.4
22,8,Wanya Morris,Lindsay Arnold,percent,0.1479289940828402,B,6,6,0.1479289940828402,0.0,6.0,0.0
22,9,Antonio Brown,Sharna Burgess,percent,0.1916376306620209,B,5,5,0.1916376306620209,0.0,5.0,0.0
22,9,Ginger Zee,Valentin Chmerkovskiy,percent,0.07102627875409817,A,4,3,0.1951219512195122,0.2661482299736104,2.0,0.75
22,9,Nyle DiMarco,Peta Murgatroyd,percent,0.03688767543527219,B,3,4,0.1986062717770035,0.1617185963417313,4.0,0.25
22,9,Paige VanZant,Mark Ballas,percent,0.209395620173527,A,2,2,0.205574912891986,0.414970533065513,1.0,1.0
22,9,Wanya Morris,Lindsay Arnold,percent,0.05189659283033221,B,1,1,0.2090592334494773,0.1571626406191451,3.0,0.5
23,2,Amber Rose,Maksim Chmerkoskiy,percent,0.005467093426452893,B,10,12,0.0681818181818181,0.0627147247553652,11.0,0.16666666666666663
23,2,Babyface,Allison Holker,percent,0.011816299602378108,A,3,2,0.0852272727272727,0.0970435723296508,3.0,0.8333333333333334
23,2,Calvin Johnson Jr.,Lindsay Arnold,percent,0.010216422051042395,A,6,4,0.0795454545454545,0.0897618765964969,6.0,0.5833333333333333
23,2,Jake T. Austin,Jenna Johnson,percent,0.0681818181818181,B,10,9,0.0681818181818181,0.0,13.0,0.0
23,2,James Hinchcliffe,Sharna Burgess,percent,0.01609445400214239,A,4,3,0.0823863636363636,0.098480817638506,4.0,0.75
23,2,Jana Kramer,Gleb Savchenko,percent,0.010466862821080294,A,4,6,0.0823863636363636,0.0928532264574439,5.0,0.6666666666666667
23,2,Laurie Hernandez,Valentin Chmerkovskiy,percent,0.0252316641163252,A,1,5,0.0909090909090909,0.1161407550254161,1.0,1.0
23,2,Marilu Henner,Derek Hough,percent,0.011744857308787493,A,7,8,0.0767045454545454,0.0884494027633329,7.0,0.5
23,2,Maureen McCormick,Artem Chigvintsev,percent,0.005112771613880102,B,8,11,0.0738636363636363,0.0687508647497562,9.0,0.33333333333333337
23,2,Rick Perry,Emma Slater,percent,0.0255330803043465,B,13,13,0.0625,0.0369669196956535,12.0,0.08333333333333337
23,2,Ryan Lochte,Cheryl Burke,percent,0.008729137250267513,A,10,10,0.0681818181818181,0.0769109554320856,8.0,0.41666666666666663
23,2,Terra Jole,Sasha Farber,percent,0.0167315188167491,A,2,1,0.0880681818181818,0.1047997006349309,2.0,0.9166666666666666
23,2,Vanilla Ice,Witney Carson,percent,0.006736452442274901,B,8,7,0.0738636363636363,0.0671271839213614,10.0,0.25
23,3,Amber Rose,Maksim Chmerkoskiy,percent,0.004547321286075004,A,8,9,0.0769230769230769,0.0814703982091519,9.0,0.2727272727272727
23,3,Babyface,Allison Holker,percent,0.0034436680849729007,A,8,5,0.0769230769230769,0.0803667450080498,10.0,0.18181818181818177
23,3,Calvin Johnson Jr.,Lindsay Arnold,percent,0.015563977238134699,A,1,1,0.0984615384615384,0.1140255156996731,1.0,1.0
23,3,James Hinchcliffe,Sharna Burgess,percent,0.011542213099873008,A,4,3,0.0892307692307692,0.1007729823306422,4.0,0.7272727272727273
